,DATE (YYYY/MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11),Cloud Type,Solar Zenith Angle,Snow Depth [cm]
12014,31-05-2020,09:09,797.822,880.423,103.43208,23.37,15.223,10.623,44.56,2.95,111.1,819.311,0,0,0.1734,0,43.04,1.146
12015,30-01-2020,20:55,-0.565865,-0.178039,282.55514,-2.128,-3.521,-5.721,73.71,0.7,103.8,820.668,0,1,0,0,62.57,0.452
12016,10-12-2020,01:01,-1.46504,-0.197506,45.36432,9.19,0.242,-16.858,11.92,3.2,289.5,813.756,0,0,0,0,108.34,0.124
12017,28-10-2020,05:43,-1.32999,0,100.1344,3.236,-0.061,-4.261,55.48,2.45,280.7,816.335,0,0,0,7,18.89,5.302
12018,28-09-2020,13:39,702.155,953.043,216.97448,13.78,4.626,-6.674,22.05,2.2,157.5,824.986,0,0,0.2097,3,88.74,0.279
12019,19-07-2020,01:59,-0.971576,-0.513513,28.74517,20.94,13.122,8.052,43.45,3.95,24.84,820.144,0,0,0,2,27.37,0.662
12020,03-01-2020,06:51,-0.83704,0.009891,114.7259,0.371,-4.25,-14.25,28.15,5.2,285.7,814.919,0,0,0,0,41.71,0.166
12021,29-02-2020,09:07,92.9019,0.593461,126.78859,7.946,-0.229,-15.429,14.82,4.7,286.6,814.126,0,0,0.1707,0,119.55,0.611
12022,15-12-2020,02:05,-1.08743,-0.399957,68.55308,-6.701,-6.859,-7.159,96.1,1.7,22,812.985,0,1,0,0,39.57,8.6
12023,06-05-2020,04:57,5.07121,0.222554,67.61726,4.011,0.553,-3.647,55.34,1.45,293.4,824.891,0,0,0,0,23.03,0.914
12024,17-02-2020,13:23,379.01,4.62405,200.77777,2.95,-0.519,-5.119,52.62,4.7,123.5,812.082,0,0,0.5412,0,49.6,10.08
12025,07-07-2020,20:13,-1.55067,-0.385135,307.58505,25.3,13.589,5.689,28.38,0.95,321.3,813.322,0,0,0,0,102.37,0.644
12026,12-07-2020,22:15,-1.54523,-0.241946,331.80048,25.45,12.383,2.383,22.29,1.95,277.5,816.639,0,0,0,1,134.87,0.576
12027,07-03-2020,02:29,-0.923482,-0.336294,50.78613,8.13,1.231,-8.469,27.45,3.45,264.8,817.349,0,0,0,1,69.4,0.676
12028,22-08-2020,19:55,-1.84582,-0.350572,297.15327,26.22,10.509,-4.791,12,3.2,288.4,818.859,0,0,0,3,66.13,-0.214
12029,10-09-2020,12:56,310.193,2.97743,204.3986,7.813,4.642,1.442,64.01,1.2,128,824.11,0.508,0,0.1725,7,112,0.194
12030,02-10-2020,22:42,-1.67419,-0.202444,332.3765,10.89,4.96,-1.44,41.6,0,0,823.168,0,0,0,4,108.39,-0.114
12031,26-01-2020,13:38,203.295,3.1651,202.89778,10.26,2.149,-9.151,22.39,0,0,814.57,0,0,0.1923,4,75.71,0.39
12032,04-10-2020,21:12,-1.84001,-0.390071,304.14101,18.38,7.276,-4.714,19.46,4.45,299.3,819.087,0,0,0,2,55.01,-0.343
12033,25-12-2020,23:38,-1.58277,-0.582641,341.49017,6.818,-0.686,-14.486,17.47,1.95,284.5,814.099,0,0,0,4,105.77,0.115
12034,18-11-2020,19:44,-1.5645,-0.661642,272.74388,12.04,4.377,-4.523,29.73,2.95,283.5,812.021,0,0,0,8,76.72,0.332
12035,24-04-2020,01:53,-0.664527,-0.301686,32.85386,4.425,3.961,3.561,94.1,1.7,51.94,813.732,0,0,0,0,36.38,0.968
12036,02-11-2020,19:16,-1.68853,-0.36045,272.53607,14.77,4.588,-8.612,17.46,2.95,283.7,823.558,0,0,0,0,113.88,0.062
12037,25-03-2020,19:28,-1.13515,-0.197816,285.18576,11.63,2.361,-11.639,16.37,3.45,243.1,808.628,0,0,0,0,87.34,0.769
12038,19-10-2020,09:42,374.536,54.0083,143.29561,17.59,7.439,-2.951,23.75,0,0,814.948,0,0,0.2116,0,95.39,-0.126
12039,25-11-2020,11:37,550.025,1014.41,177.07992,9.51,3.155,-4.245,36.03,0,0,810.535,0,0,0.7316,0,83.84,9.24
12040,04-03-2020,12:50,306.615,1.68641,192.97355,14.32,2.874,-17.026,8.36,10.45,275.8,814.314,0,0,0.1728,0,153.89,0.724
12041,10-01-2020,19:32,-0.792929,-0.816014,265.06299,-8.23,-9.314,-12.014,71.39,0,0,816.797,0,0,0,8,79.29,0.485
12042,02-12-2020,14:06,358.891,693.628,213.48214,-1.31,-5.043,-13.043,36,2.7,15.41,825.549,0,0,0.2872,1,113.26,0.477
12043,14-07-2020,17:45,207.008,230.939,283.66667,20.57,16.541,14.551,68.4,0.95,224.7,818.097,3.556,0,0.2173,4,118.23,1.206
12044,28-05-2020,12:25,1198.6,817.872,199.5279,18.58,14.117,11.617,63.89,4.7,27.38,824.406,0,0,0.1678,1,152.49,1.559
12045,11-12-2020,15:44,41.041,0.597461,231.42101,-5.598,-6.187,-7.287,86.4,0.95,15.22,812.357,0,1,0.6714,0,167.19,2.777
12046,02-06-2020,07:23,469.669,614.183,84.75753,24.49,13.534,6.234,30.93,1.2,87,819.979,0,0,0.2076,1,133.14,0.769
12047,30-10-2020,02:33,-1.48235,-0.212321,67.18581,9.64,2.305,-7.395,27.23,3.45,285.1,821.11,0,0,0,8,21.69,-0.041
12048,26-02-2020,05:29,-0.900594,0.113747,89.72264,-4.576,-8.114,-18.714,27.94,5.7,284.7,822.297,0,0,0,0,115.55,4.252
12049,16-08-2020,07:22,263.48,329.762,91.64089,23.46,10.265,-1.935,18.01,0,0,824.375,0,0,0.2502,8,109.25,-0.52
12050,31-03-2020,10:16,838.239,1017.12,138.04051,15.07,5.502,-5.598,22.26,3.2,94.2,815.577,0,0,0.1825,0,58.11,0.822
12051,06-02-2020,05:37,-0.795344,0.400586,96.42686,-1.372,-5.084,-12.784,37.05,4.7,282.8,802.961,0,0,0,7,123.07,8.1
12052,20-12-2020,03:43,-1.37335,-1.03691,88.4097,1.127,-3.214,-11.014,35.76,2.45,97.3,817.258,0,0,0,1,28.45,-0.033
12053,15-06-2020,10:39,991.125,949.749,127.17176,27.1,12.429,0.529,17.7,2.95,114.2,819.545,0,0,0.1654,7,84.55,1.264
12054,19-05-2020,11:56,430.323,3.45147,179.14242,29.07,11.627,-4.563,10.36,5.45,174.2,812.025,0,0,0.1725,1,38.35,1.047
12055,06-08-2020,03:37,-1.31621,-0.187631,52.21225,17.48,13.598,11.318,67.12,0,0,817.003,0,0,0,0,58.42,0.125
12056,01-04-2020,02:18,-1.0306,-0.237378,42.60116,8.78,1.925,-7.075,29.67,1.2,295.8,809.748,0,0,0,8,106.47,0.838
12057,28-07-2020,14:07,36.4084,-0.770283,239.54636,17.48,13.681,11.481,67.85,10.45,280.4,819.677,1.524,1,0.1863,7,162.51,0.001
12058,26-04-2020,18:05,18.7157,0.093967,281.82085,15.4,6.598,-2.582,28.16,4.95,292.8,816.201,0,0,0.1832,0,89.3,1.039
12059,03-09-2020,13:14,848.94,954.441,211.97376,27.6,13.251,2.461,19.75,1.95,98.8,820.947,0,0,0.1856,6,40.92,0.281
12060,21-01-2020,14:34,328.212,245.173,216.03822,10.29,2.646,-7.154,26.62,0,0,810.955,0,0,0.2136,0,25.39,0.191
12061,30-07-2020,05:28,44.9755,285.747,69.76711,16.54,11.553,8.153,57.6,2.7,278.4,821.874,0,0,0.4208,7,124.54,-0.008
12062,06-09-2020,08:40,524.057,669.995,113.47177,29.89,12.258,-3.442,10.87,5.2,279.4,821.949,0,0,0.2218,7,52.07,-0.09
12063,28-04-2020,04:53,-0.692205,0.103859,68.58145,14.86,6.86,-1.14,32.89,8.7,346.5,816.226,0,0,0,7,120.15,0.972
12064,07-04-2020,16:31,383.724,829.578,260.72762,20.5,6.962,-9.538,11.21,3.7,109.6,813.674,0,0,0.2075,8,145.13,1.041
12065,21-04-2020,13:43,731.287,514.439,226.97194,17.02,7.666,-1.334,28.19,3.2,15.19,813.748,0,0,0.1815,0,64.76,1.34
12066,03-04-2020,10:26,540.189,6.31048,140.68941,-1.099,-2.4,-4.3,76.4,4.2,104.6,818.747,4.318,0,0.1787,3,125.13,1.462
12067,08-12-2020,03:44,-1.4295,-0.493767,88.80577,6.989,-1.156,-18.656,11.68,3.45,284.2,823.938,0,0,0,0,123.67,0.035
12068,23-03-2020,12:27,387.184,21.1715,188.01037,11.42,3.521,-6.279,26.64,1.7,109.4,812.81,0,0,0.1746,1,104.51,0.965
12069,09-06-2020,08:52,212.357,1.07147,98.50603,8.47,6.276,4.376,75.39,3.7,41.29,816.606,10.67,0,0.1763,2,30.34,1.002
12070,14-09-2020,20:49,-1.52403,-0.340695,303.23051,20.54,9.418,-0.882,23.49,2.45,294.5,823.619,0,0,0,0,13.18,-0.014
12071,12-12-2020,21:00,-0.876862,0.395016,280.88144,-5.998,-6.533,-7.433,88.3,2.95,31.22,813.617,3.048,0.65,0,6,20.01,2.496
12072,27-06-2020,03:52,-1.18337,-0.177755,51.01776,16.55,9.69,4.2,43.8,5.45,271,816.516,0,0,0,4,167.6,0.945
12073,11-12-2020,14:14,118.8,1.10111,213.89792,-5.086,-5.779,-7.079,84.2,1.2,13.7,811.25,0,1,0.6639,6,66.15,2.947
12074,17-05-2020,09:45,863.614,917.877,115.76726,14.6,9.152,4.852,51.95,1.2,285.8,817.89,0,0,0.1617,1,76.29,1.036
12075,15-09-2020,03:49,-1.48991,-0.222196,66.33612,19.52,8.062,-3.638,19.86,5.45,284,823.11,0,0,0,0,14.92,-0.091
12076,18-01-2020,15:50,106.848,249.732,231.18962,3.687,-2.644,-15.944,18.98,1.45,22.63,822.078,0,0,0.2306,7,131.18,0.311
12077,24-02-2020,16:54,151.067,664.761,249.8253,-0.55,-5.33,-16.83,23.81,6.45,283.4,814.48,0,0,0.2737,1,168.43,4.373
12078,22-02-2020,03:17,-1.06682,-0.69237,66.79665,7.656,0.057,-12.943,19,0,0,817.501,0,0,0,8,61.62,9.29
12079,01-09-2020,07:07,253.427,593.589,94.48477,12.96,9.521,6.931,66.75,1.45,254.8,815.862,0,0,0.2382,0,58.19,-0.113
12080,27-04-2020,10:07,890.546,993.762,128.54352,20.77,9.704,-0.286,24.33,3.95,117.1,817.47,0,0,0.1755,0,124.59,1.147
12081,01-08-2020,13:01,304.14,1.24429,211.85174,27.89,13.438,2.678,19.72,3.95,64.32,822.622,0.254,0,0.179,0,33.84,0.187
12082,17-01-2020,09:57,397.246,909.154,146.27009,9.39,2.255,-7.145,28.3,2.45,266.5,806.108,0,0,0.2297,0,99.81,0.235
12083,19-01-2020,19:10,-0.931164,0,262.7986,0.959,-3.037,-9.937,39.85,2.2,283.8,827.873,0,0,0,0,152.65,0.161
12084,08-09-2020,06:03,2.28896,0.128379,86.61297,0.28,0.28,0.28,100,3.95,25.89,822.1,7.62,1,0.4133,3,19.93,-0.071
12085,02-05-2020,03:56,-0.755417,-0.069239,58.03264,9.94,8.568,7.488,84.7,1.7,21.79,818.905,0,0,0,0,91.47,1.039
12086,06-04-2020,14:19,787.092,988.14,232.00657,20.65,7.195,-8.805,11.85,2.45,36.5,809.985,0,0,0.1834,2,57.56,1.283
12087,13-10-2020,20:13,-2.01651,-0.355509,288.52675,18.96,6.862,-7.038,15.36,0,0,815.993,0,0,0,0,24.97,-0.247
12088,23-05-2020,22:40,-0.839709,-0.395015,339.66397,12.34,8.054,4.474,58.62,2.45,56.57,813.431,0,0,0,0,69.95,0.831
12089,28-09-2020,10:35,765.554,980.914,152.88316,12.25,3.709,-7.191,23.3,0,0,827.441,0,0,0.2002,0,96.93,-0.196
12090,24-01-2020,18:50,-0.831848,-0.474762,260.60253,6.356,0.62,-7.08,35,2.7,12.59,813.789,0,0,0,3,72.43,0.389
12091,27-06-2020,13:32,256.423,12.7983,235.03192,28.53,14.029,3.929,20.76,2.7,93.8,813.091,0,0,0.1384,7,18.59,1.039
12092,05-03-2020,16:03,339.886,831.878,243.79243,10.65,3.064,-6.736,26.95,0.95,158.8,825.715,0,0,0.2067,0,96.49,0.856
12093,08-09-2020,05:39,-0.435225,0.212319,82.7845,0.258,0.258,0.258,100,3.45,32.75,821.839,7.366,1,0,0,54.55,-0.016
12094,25-03-2020,19:17,-1.09202,-0.445091,283.30485,11.54,2.241,-11.759,16.29,3.7,216.4,808.525,0,0,0,7,93.84,0.77
12095,25-03-2020,18:09,9.08297,-0.573674,272.20242,13.56,3.17,-12.33,13.55,1.2,280.8,808.327,0,0,0,0,28.22,0.698
12096,06-09-2020,09:07,611.522,735.021,119.51441,31.66,12.758,-4.142,9.26,5.2,297.3,821.989,0,0,0.2115,0,36.04,-0.034
12097,16-02-2020,13:26,677.017,904.173,201.5027,10.89,3.105,-6.595,26.85,2.45,127.7,808.596,0,0,0.6436,3,144.67,12.09
12098,19-10-2020,01:41,-1.10173,-0.390076,48.84387,1.186,0.758,0.168,92.9,2.45,44.26,813.938,0,0,0,8,119.21,-0.222
12099,24-07-2020,06:34,107.591,3.33782,78.57667,21.58,13.955,9.355,45.63,1.2,30.2,817.264,0,0,0.2043,3,25.85,0.76
12100,18-10-2020,13:37,314.694,174.018,213.65149,6.344,3.662,0.862,67.9,2.7,29.85,815.652,0,0,0.2127,8,30.45,-0.118
12101,23-10-2020,23:36,-1.0778,0.014813,355.35749,-3.606,-4.162,-4.962,89.1,0,0,813.902,2.286,0,0,4,82.01,-0.116
12102,22-08-2020,05:46,24.3015,39.3083,78.36475,22.98,9.592,-3.408,16.38,4.95,276.7,818.444,0,0,0.2927,0,80.5,-0.324
12103,24-06-2020,00:13,-1.23017,-0.162942,2.5136,18.01,11.536,7.036,48.63,3.45,286.1,819.018,0,0,0,4,111.27,0.89
12104,15-08-2020,16:36,176.213,130.135,266.58666,29.07,13.418,1.518,16.95,2.45,65.25,820.974,0,0,0.2802,6,156.68,-0.193
12105,07-07-2020,09:31,324.345,7.9397,106.14077,33.63,16.847,6.887,19.08,2.95,46.41,815.709,0,0,0.1709,6,131.99,0.632
12106,19-09-2020,13:41,837.205,626.453,218.89309,28.58,12.191,-1.709,13.56,4.2,107.5,815.973,0,0,0.206,6,20.46,0.427
12107,16-04-2020,03:18,-0.807215,-0.395662,53.74891,-1.471,-1.471,-1.471,100,5.2,21.04,812.92,0,1,0,8,63.64,8.61
12108,16-01-2020,19:01,-0.714942,-0.069237,261.06848,-1.827,-4.68,-9.78,50.41,0.95,10.64,816.128,0,0,0,0,93.6,0.32
12109,09-09-2020,17:07,80.5143,0.557958,265.59756,2.544,1.103,-0.597,79.26,0.95,184.8,824.88,11.18,0,0.1777,0,82.49,0.354
12110,04-12-2020,15:57,74.3205,545.231,234.67439,11.61,2.917,-9.283,20.23,1.2,41.04,822.423,0,0,0.2834,3,85.47,0.308
12111,04-04-2020,20:45,-0.933187,-0.217598,303.1996,8.19,2.924,-3.176,43.13,1.95,272.1,811.371,0,0,0,3,57.79,0.889
12112,22-09-2020,20:03,-1.6208,-0.197505,291.98284,20.16,9.865,0.865,27.54,2.95,282.7,820.018,0,0,0,0,136.06,-0.173
12113,01-07-2020,03:35,-1.15856,-0.197507,47.97373,13.26,7.508,2.308,47.35,2.45,284,817.981,0,0,0,0,127.4,0.797
12114,09-03-2020,11:15,788.623,993.829,160.2787,9.7,5.686,1.786,57.74,2.95,68.41,818.068,0.254,0,0.1783,3,45.44,1.145
12115,12-11-2020,07:41,136.227,646.507,122.58068,0.723,-2.267,-6.767,53.55,0.95,285.6,815.49,0,0,0.3086,3,128.04,-0.202
12116,25-08-2020,23:06,-1.49827,-0.167877,342.18496,24.69,13.078,4.978,28.01,5.45,266.4,817.531,0,0,0,4,132.53,-0.252
12117,18-08-2020,06:01,94.4145,357.129,79.52697,23.43,11.589,2.089,24.63,4.7,286.6,823.36,0,0,0.3329,3,77.69,-0.398
12118,15-04-2020,08:12,551.759,928.143,104.04122,4.779,-0.73,-9.13,32.63,1.45,280.5,812.943,0,0,0.2014,0,32.42,0.683
12119,15-06-2020,17:13,122.341,15.9733,281.44462,27.94,12.475,-0.125,16.05,3.95,20.77,816.248,0,0,0.1825,1,36.11,0.783
12120,25-07-2020,07:52,261.861,23.7505,90.66754,24.13,16.21,12.01,46.67,1.45,71.26,819.312,0,0,0.1884,0,9.32,1.015
12121,05-05-2020,00:54,-1.0303,0.29179,16.10938,5.681,1.427,-3.773,48.72,0,0,822.08,0,0,0,6,94.28,1.042
12122,07-12-2020,14:50,261.716,881.164,221.90991,14.02,3.072,-15.328,9.99,0,0,824.275,0,0,0.2657,0,9.75,0.322
12123,26-12-2020,08:20,81.307,2.67128,130.17006,9.49,0.604,-15.396,13.39,3.95,280.9,812.239,0,0,0.2295,0,116.86,0.534
12124,08-09-2020,17:51,4.18836,0.217257,272.89244,-1.083,-1.083,-1.083,100,0,0,824.189,16.51,1,0.7257,3,136.87,3.781
12125,30-06-2020,21:49,-1.15826,-0.034563,326.97364,18.78,11.021,5.241,40.93,0,0,816.739,0,0,0,0,115.21,0.837
12126,15-04-2020,08:32,625.382,948.486,107.93246,6.191,-0.195,-9.895,27.64,2.95,134.3,812.83,0,0,0.1959,3,126.92,0.888
12127,05-11-2020,19:48,-1.71163,-0.35551,277.09857,15.56,5.468,-6.532,19.9,3.2,286.5,821.266,0,0,0,4,23.51,-0.051
12128,07-02-2020,19:16,-0.950716,1.08307,267.61075,-4.26,-4.442,-4.642,96.8,0,0,813.921,0.762,1,0,0,57.22,27.81
12129,24-05-2020,00:17,-1.03807,-0.256759,5.19704,9.75,7.075,4.875,71.61,1.7,38.57,814.567,0,0,0,1,61.28,0.825
12130,21-04-2020,16:29,129.7,0.128588,265.17142,15.67,7.152,-1.148,31.2,3.7,292.1,812.786,0,0,0.1733,7,69.54,1.087
12131,22-01-2020,22:49,-0.79696,-0.004945,312.3617,-0.558,-3.31,-7.91,53.49,1.95,294.8,816.778,0,0,0,7,125.28,0.404
12132,08-05-2020,01:06,-0.558885,-0.54402,19.19504,3.442,1.318,-1.182,70.84,3.95,25.02,825.765,0,0,0,8,160.2,0.942
12133,05-09-2020,02:39,-1.61131,-0.360448,47.9594,18.67,9.383,1.113,30.76,3.2,279.1,826.237,0,0,0,0,108.97,-0.162
12134,23-04-2020,15:01,263.704,48.3943,249.16799,17.51,6.829,-4.671,20.63,5.7,292.3,809.673,0,0,0.1761,0,57.32,1.074
12135,16-09-2020,15:19,398.481,352.978,244.3138,22.53,11.935,3.935,29.65,1.95,90.5,825.312,0,0,0.2212,0,129.18,0.181
12136,16-05-2020,14:41,848.479,896.288,252.04234,19.52,10.376,2.976,33.33,3.95,62.26,816.156,0.508,0,0.1702,0,115.95,1.5
12137,28-10-2020,11:18,649.505,997.456,172.00062,9.95,4.103,-2.397,40.89,5.45,307.6,817.664,0,0,0.2619,0,148.54,2.75
12138,13-01-2020,21:22,-0.929023,-0.410477,284.6782,0.978,-4.061,-14.761,25.7,1.7,235.8,812.283,0,0,0,0,121.25,0.236
12139,15-01-2020,15:46,171.137,680.459,230.25924,4.368,-1.315,-10.915,28.65,3.2,249,819.736,0,0,0.2563,4,37.26,0.447
12140,11-05-2020,08:53,112.592,0.8012,104.97588,1.386,0.092,-1.408,80.5,1.2,24.87,818.726,0,0,0.1805,3,47.42,0.986
12141,24-02-2020,13:11,738.238,1035.69,198.2512,1.088,-3.574,-12.774,30.59,7.7,290.3,812.049,0,0,0.2599,6,93.59,5.596
12142,21-09-2020,10:23,756.114,901.147,146.69649,25.43,12.404,2.404,22.35,3.7,121.8,821.222,0,0,0.1933,7,75.03,0.314
12143,24-12-2020,07:31,14.4423,173.853,122.075,0.888,-4.095,-15.195,24.85,8.7,274.2,818.633,0,0,0,7,115.9,0.199
12144,22-02-2020,23:31,-0.779017,-0.430259,339.18778,5.144,0.433,-5.667,43.02,3.45,287.7,813.814,0,0,0,0,127.19,5.987
12145,18-05-2020,04:29,0.186802,-0.098912,60.92595,10.25,9.086,8.286,87.6,1.45,18.37,815.87,0,0,0,6,65.65,1.107
12146,01-07-2020,20:10,-1.35865,-0.237005,307.62383,22.66,11.035,1.445,24.64,2.7,277,815.816,0,0,0,4,125.04,0.764
12147,05-11-2020,09:13,423.078,921.659,139.7638,20.15,7.505,-6.995,14.32,1.45,286.7,826.195,0,0,0.2333,1,123.43,-0.036
12148,31-12-2020,04:26,-1.20687,-0.395017,93.90808,-2.115,-4.93,-10.33,49.17,0,0,811.201,0,0,0,0,142.29,3.424
12149,19-03-2020,08:20,50.7604,-0.059345,112.65126,0.396,0.396,0.396,100,3.95,25.16,805.556,5.334,1,0.7897,0,109.74,2.417
12150,27-08-2020,08:40,581.669,841.723,109.58182,26.44,14.992,7.992,31.08,3.95,110.7,816.481,0,0,0.2127,0,114.86,-0.148
12151,18-02-2020,19:40,-0.807288,0.301677,274.68119,-3.998,-5.182,-7.182,76.05,0,0,819.41,0.254,0,0,6,104.72,9.67
12152,19-08-2020,11:14,899.536,841.715,154.46522,30.89,15.048,4.448,18.8,2.45,63.34,820.11,0,0,0.1776,0,90.57,-0.016
12153,12-12-2020,09:52,140.243,1.52575,149.8533,-6.64,-7.25,-8.25,86.9,0,0,811.418,0,0,0.6518,0,42.04,2.191
12154,29-01-2020,10:37,244.546,13.8621,153.77736,2.655,-0.817,-5.517,51.93,2.2,149.7,817.34,0,0,0.1913,0,132.87,0.555
12155,20-07-2020,17:35,58.1637,0.01975,281.2403,28.85,14.567,5.067,22.07,2.7,21.51,816.34,0,0,0.1434,0,156.98,0.737
12156,30-12-2020,08:03,90.1713,637.713,126.7096,-1.235,-6.003,-18.603,21.31,6.7,275,816.084,0,0,0.7677,7,79.42,3.877
12157,04-11-2020,13:31,509.639,916.845,209.69244,22.4,9.19,-3.91,16.26,6.2,282.7,821.023,0,0,0.2299,0,125.18,0.34
12158,14-01-2020,04:44,-1.02116,0.192874,94.13723,0.223,-4.24,-13.44,30.65,1.2,336.4,811.967,0,0,0,8,137.23,0.112
12159,18-12-2020,02:02,-1.08423,-0.622149,67.46985,3.864,-1.094,-8.494,36.8,2.7,16.56,807.355,0,0,0,3,147.92,0.371
12160,09-09-2020,07:38,37.5936,-0.355513,102.6607,-1.194,-1.194,-1.194,100,0,0,824.734,0,1,0.9036,0,61.23,5.354
12161,18-11-2020,15:32,119.354,366.142,233.13151,19.37,7.824,-3.976,19.48,1.7,19.38,812.076,0,0,0.2309,0,118.4,0.138
12162,30-04-2020,23:05,-1.13842,-0.197825,344.64926,19.52,8.882,-1.018,24.74,0.95,227.3,813.786,0,0,0,0,150.23,0.688
12163,23-10-2020,00:46,-1.00161,0.597459,29.81816,-5.857,-5.939,-6.139,97.6,1.7,17.17,823.459,0,0.9,0,7,105.43,0.103
12164,30-09-2020,15:07,481.795,744.298,238.59421,21.14,9.887,-0.303,23.75,1.95,22.33,823.639,0,0,0.2288,0,102.38,0.088
12165,30-07-2020,18:36,46.9486,0.019751,288.55075,19.39,15.166,12.966,66.38,1.7,9.78,825.307,0,0,0.1804,8,62.13,0.009
12166,08-09-2020,05:56,1.48897,0.296258,85.49836,0.353,0.353,0.353,100,3.95,19.72,821.985,7.62,1,0.6239,0,56.16,-0.199
12167,18-07-2020,02:36,-1.52293,-0.237006,37.02488,23.91,12.628,4.458,28.3,4.95,287.3,817.111,0,0,0,7,154.38,0.672
12168,18-09-2020,09:44,625.427,574.909,133.84361,18.83,10.609,4.209,37.96,2.95,82.2,824.181,0,0,0.2045,6,98.63,0.32
12169,10-08-2020,14:15,205.384,2.11825,238.17421,26.3,15.445,9.055,33.68,2.2,30.22,819.642,0,0,0.1722,4,104.48,0.003
12170,18-04-2020,15:34,74.5856,0.598432,254.22486,7.18,2.694,-2.496,48.93,1.95,13.72,811.52,0,0.25,0.1885,0,110.3,1.088
12171,24-03-2020,22:31,-0.791895,-0.30662,326.45891,7.204,1.626,-5.274,38.59,1.95,296.3,811.085,0,0,0,0,33.61,0.799
12172,02-03-2020,19:28,-1.00625,-0.227492,277.00905,5.372,-1.011,-11.611,25.09,6.7,289.1,808.086,3.302,0,0,1,96.12,0.665
12173,21-05-2020,21:11,-1.20625,-0.187632,319.04922,16.15,6.498,-3.702,24.42,0,0,814.393,0,0,0,3,51.34,0.969
12174,18-07-2020,17:57,32.8394,-0.246881,284.79866,27.82,14.25,5.06,23.42,6.2,54.1,818.491,0,0,0.1807,6,129.02,0.736
12175,26-12-2020,18:51,-1.52832,-0.469076,258.70978,8.34,0.784,-10.616,22.37,2.45,285.3,807.93,0,0,0,0,28.97,0.33
12176,08-04-2020,03:08,-1.02631,-0.296713,53.19826,8.45,1.386,-8.614,26.52,3.2,290.1,816.826,0,0,0,0,79.91,0.647
12177,02-09-2020,01:32,-1.47075,-0.162941,29.35646,16.81,7.742,-1.158,28.99,3.7,291.1,819.398,0,0,0,7,110.67,0.069
12178,16-08-2020,11:24,925.788,863.875,158.3244,31.45,15.214,4.314,18.04,3.2,90.4,823.796,0,0,0.1808,4,55.53,0.091
12179,03-01-2020,22:44,-0.805126,-0.326403,308.54627,5.025,-0.388,-8.388,34.24,3.95,278.7,819.642,0,0,0,0,51.5,0.302
12180,21-04-2020,16:23,132.212,0.14837,264.15947,15.76,7.278,-0.922,31.61,2.45,278.3,812.757,0,0,0.1741,8,76.72,1.097
12181,05-01-2020,01:28,-0.827423,-0.296727,51.64205,6.915,-0.062,-11.162,23.48,13.2,282.7,819.026,0,0,0,7,102.94,0.294
12182,28-03-2020,03:32,-1.05522,0.474769,60.62644,-0.785,-4.303,-10.803,42.19,6.45,288.4,807.421,0,1,0,1,97.01,7.563
12183,06-11-2020,17:03,-1.24811,0,250.92013,15.96,6.232,-4.368,23.36,0,0,811.809,0,0,0,0,163.17,0.018
12184,06-12-2020,16:43,1.07388,-0.523394,241.87333,10.91,1.957,-11.743,17.01,0,0,821.629,0,0,0,0,127.73,0.192
12185,29-03-2020,11:26,635.272,155.808,163.59941,9.24,1.223,-10.977,20.38,3.7,119.1,817.186,0,0,0.1772,6,84.85,1.034
12186,03-01-2020,01:08,-0.807341,0,43.04548,-0.692,-4.877,-13.777,31.98,3.2,296.1,813.472,0,0,0,0,164.5,0.341
12187,18-08-2020,16:21,97.271,-0.054314,263.32249,30.97,14.205,1.745,15.45,5.95,288.1,821.126,0,0,0.1999,7,126.95,-0.216
12188,27-05-2020,19:10,6.93229,-0.370327,297.76146,17.08,12.405,9.405,60.58,1.95,15.2,819.345,0.508,1,0,7,82.42,1.115
12189,28-12-2020,07:44,19.7522,0.478958,123.76275,-2.013,-3.914,-7.014,65.28,0.45,16.28,818.816,0,0,0.229,1,78.17,0.451
12190,20-07-2020,23:51,-1.27832,-0.034564,355.63693,20.51,14.201,10.501,52.62,1.7,289.8,819.731,0,0,0,7,79.06,0.711
12191,14-05-2020,13:09,316.514,8.94664,221.82321,19.07,10.685,4.385,37.86,4.95,30.37,812.205,0,0,0.1818,0,73.22,1.248
12192,26-10-2020,19:20,-1.04901,0.938161,275.15988,-10.97,-11.86,-14.66,71.49,0.7,338.3,818.327,7.366,0,0,0,102.65,9.55
12193,10-10-2020,08:23,198.502,228.505,122.46142,17.71,6.846,-5.134,19.58,1.45,89.9,817.031,0,0,0.2188,0,119.16,-0.535
12194,14-01-2020,05:58,-0.900335,0.18793,105.02654,-0.591,-4.732,-13.432,32.73,2.95,285.1,811.8,0,0,0,0,93.49,0.127
12195,27-11-2020,17:22,-1.31446,-0.019751,249.33447,1.303,-1.634,-5.934,55.19,1.95,312.4,819.935,0,0,0,0,59.4,6.33
